file,field,description,units,data_type,missing_values
validation/p02_l010_bootstrap_sources.csv.gz,source_kind,Original paired input component: profile or spread.,not applicable,string,Blank means unavailable; not zero
validation/p02_l010_bootstrap_sources.csv.gz,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
validation/p02_l010_bootstrap_sources.csv.gz,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
validation/p02_l010_bootstrap_sources.csv.gz,source_rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
validation/p02_l010_bootstrap_sources.csv.gz,newline,Original text line ending: LF or CRLF.,not applicable,string,Blank means unavailable; not zero
validation/p02_l010_bootstrap_sources.csv.gz,terminal_newline,Whether original source bytes end in a newline.,boolean,boolean,Blank means unavailable; not zero
validation/p02_l026_bootstrap_sources.csv.gz,source_input_index,"Actual original input-file index, 0–49999; input zero is deterministic.",zero-based index,integer,Blank means unavailable; not zero
validation/p02_l026_bootstrap_sources.csv.gz,source_kind,Original paired input component: profile or spread.,not applicable,string,Blank means unavailable; not zero
validation/p02_l026_bootstrap_sources.csv.gz,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
validation/p02_l026_bootstrap_sources.csv.gz,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
validation/p02_l026_bootstrap_sources.csv.gz,source_rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
validation/p02_l026_bootstrap_sources.csv.gz,newline,Original text line ending: LF or CRLF.,not applicable,string,Blank means unavailable; not zero
validation/p02_l026_bootstrap_sources.csv.gz,terminal_newline,Whether original source bytes end in a newline.,boolean,boolean,Blank means unavailable; not zero
validation/p02_l049_bootstrap_sources.csv.gz,source_input_index,"Actual original input-file index, 0–49999; input zero is deterministic.",zero-based index,integer,Blank means unavailable; not zero
validation/p02_l049_bootstrap_sources.csv.gz,source_kind,Original paired input component: profile or spread.,not applicable,string,Blank means unavailable; not zero
validation/p02_l049_bootstrap_sources.csv.gz,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
validation/p02_l049_bootstrap_sources.csv.gz,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
validation/p02_l049_bootstrap_sources.csv.gz,source_rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
validation/p02_l049_bootstrap_sources.csv.gz,newline,Original text line ending: LF or CRLF.,not applicable,string,Blank means unavailable; not zero
validation/p02_l049_bootstrap_sources.csv.gz,terminal_newline,Whether original source bytes end in a newline.,boolean,boolean,Blank means unavailable; not zero
validation/p02_l100_bootstrap_sources.csv.gz,source_input_index,"Actual original input-file index, 0–49999; input zero is deterministic.",zero-based index,integer,Blank means unavailable; not zero
validation/p02_l100_bootstrap_sources.csv.gz,source_kind,Original paired input component: profile or spread.,not applicable,string,Blank means unavailable; not zero
validation/p02_l100_bootstrap_sources.csv.gz,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
validation/p02_l100_bootstrap_sources.csv.gz,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
validation/p02_l100_bootstrap_sources.csv.gz,source_rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
validation/p02_l100_bootstrap_sources.csv.gz,newline,Original text line ending: LF or CRLF.,not applicable,string,Blank means unavailable; not zero
validation/p02_l100_bootstrap_sources.csv.gz,terminal_newline,Whether original source bytes end in a newline.,boolean,boolean,Blank means unavailable; not zero
validation/p03_l010_bootstrap_sources.csv.gz,source_input_index,"Actual original input-file index, 0–49999; input zero is deterministic.",zero-based index,integer,Blank means unavailable; not zero
validation/p03_l010_bootstrap_sources.csv.gz,source_kind,Original paired input component: profile or spread.,not applicable,string,Blank means unavailable; not zero
validation/p03_l010_bootstrap_sources.csv.gz,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
validation/p03_l010_bootstrap_sources.csv.gz,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
validation/p03_l010_bootstrap_sources.csv.gz,source_rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
validation/p03_l010_bootstrap_sources.csv.gz,newline,Original text line ending: LF or CRLF.,not applicable,string,Blank means unavailable; not zero
validation/p03_l010_bootstrap_sources.csv.gz,terminal_newline,Whether original source bytes end in a newline.,boolean,boolean,Blank means unavailable; not zero
validation/p03_l049_bootstrap_sources.csv.gz,source_input_index,"Actual original input-file index, 0–49999; input zero is deterministic.",zero-based index,integer,Blank means unavailable; not zero
validation/p03_l049_bootstrap_sources.csv.gz,source_kind,Original paired input component: profile or spread.,not applicable,string,Blank means unavailable; not zero
validation/p03_l049_bootstrap_sources.csv.gz,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
validation/p03_l049_bootstrap_sources.csv.gz,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
validation/p03_l049_bootstrap_sources.csv.gz,source_rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
validation/p03_l049_bootstrap_sources.csv.gz,newline,Original text line ending: LF or CRLF.,not applicable,string,Blank means unavailable; not zero
validation/p03_l049_bootstrap_sources.csv.gz,terminal_newline,Whether original source bytes end in a newline.,boolean,boolean,Blank means unavailable; not zero
validation/p03_l100_bootstrap_sources.csv.gz,source_input_index,"Actual original input-file index, 0–49999; input zero is deterministic.",zero-based index,integer,Blank means unavailable; not zero
validation/p03_l100_bootstrap_sources.csv.gz,source_kind,Original paired input component: profile or spread.,not applicable,string,Blank means unavailable; not zero
validation/p03_l100_bootstrap_sources.csv.gz,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
validation/p03_l100_bootstrap_sources.csv.gz,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
validation/p03_l100_bootstrap_sources.csv.gz,source_rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
validation/p03_l100_bootstrap_sources.csv.gz,newline,Original text line ending: LF or CRLF.,not applicable,string,Blank means unavailable; not zero
validation/p03_l100_bootstrap_sources.csv.gz,terminal_newline,Whether original source bytes end in a newline.,boolean,boolean,Blank means unavailable; not zero
validation/p03_l200_bootstrap_sources.csv.gz,source_input_index,"Actual original input-file index, 0–49999; input zero is deterministic.",zero-based index,integer,Blank means unavailable; not zero
validation/p03_l200_bootstrap_sources.csv.gz,source_kind,Original paired input component: profile or spread.,not applicable,string,Blank means unavailable; not zero
validation/p03_l200_bootstrap_sources.csv.gz,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
validation/p03_l200_bootstrap_sources.csv.gz,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
validation/p03_l200_bootstrap_sources.csv.gz,source_rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
validation/p03_l200_bootstrap_sources.csv.gz,newline,Original text line ending: LF or CRLF.,not applicable,string,Blank means unavailable; not zero
validation/p03_l200_bootstrap_sources.csv.gz,terminal_newline,Whether original source bytes end in a newline.,boolean,boolean,Blank means unavailable; not zero
validation/p04_l010_bootstrap_sources.csv.gz,source_input_index,"Actual original input-file index, 0–49999; input zero is deterministic.",zero-based index,integer,Blank means unavailable; not zero
validation/p04_l010_bootstrap_sources.csv.gz,source_kind,Original paired input component: profile or spread.,not applicable,string,Blank means unavailable; not zero
validation/p04_l010_bootstrap_sources.csv.gz,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
validation/p04_l010_bootstrap_sources.csv.gz,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
validation/p04_l010_bootstrap_sources.csv.gz,source_rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
validation/p04_l010_bootstrap_sources.csv.gz,newline,Original text line ending: LF or CRLF.,not applicable,string,Blank means unavailable; not zero
validation/p04_l010_bootstrap_sources.csv.gz,terminal_newline,Whether original source bytes end in a newline.,boolean,boolean,Blank means unavailable; not zero
validation/p04_l049_bootstrap_sources.csv.gz,source_input_index,"Actual original input-file index, 0–49999; input zero is deterministic.",zero-based index,integer,Blank means unavailable; not zero
validation/p04_l049_bootstrap_sources.csv.gz,source_kind,Original paired input component: profile or spread.,not applicable,string,Blank means unavailable; not zero
validation/p04_l049_bootstrap_sources.csv.gz,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
validation/p04_l049_bootstrap_sources.csv.gz,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
validation/p04_l049_bootstrap_sources.csv.gz,source_rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
validation/p04_l049_bootstrap_sources.csv.gz,newline,Original text line ending: LF or CRLF.,not applicable,string,Blank means unavailable; not zero
validation/p04_l049_bootstrap_sources.csv.gz,terminal_newline,Whether original source bytes end in a newline.,boolean,boolean,Blank means unavailable; not zero
validation/p04_l100_bootstrap_sources.csv.gz,source_input_index,"Actual original input-file index, 0–49999; input zero is deterministic.",zero-based index,integer,Blank means unavailable; not zero
validation/p04_l100_bootstrap_sources.csv.gz,source_kind,Original paired input component: profile or spread.,not applicable,string,Blank means unavailable; not zero
validation/p04_l100_bootstrap_sources.csv.gz,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
validation/p04_l100_bootstrap_sources.csv.gz,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
validation/p04_l100_bootstrap_sources.csv.gz,source_rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
validation/p04_l100_bootstrap_sources.csv.gz,newline,Original text line ending: LF or CRLF.,not applicable,string,Blank means unavailable; not zero
validation/p04_l100_bootstrap_sources.csv.gz,terminal_newline,Whether original source bytes end in a newline.,boolean,boolean,Blank means unavailable; not zero
validation/p04_l200_bootstrap_sources.csv.gz,source_input_index,"Actual original input-file index, 0–49999; input zero is deterministic.",zero-based index,integer,Blank means unavailable; not zero
validation/p04_l200_bootstrap_sources.csv.gz,source_kind,Original paired input component: profile or spread.,not applicable,string,Blank means unavailable; not zero
validation/p04_l200_bootstrap_sources.csv.gz,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
validation/p04_l200_bootstrap_sources.csv.gz,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
validation/p04_l200_bootstrap_sources.csv.gz,source_rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
validation/p04_l200_bootstrap_sources.csv.gz,newline,Original text line ending: LF or CRLF.,not applicable,string,Blank means unavailable; not zero
validation/p04_l200_bootstrap_sources.csv.gz,terminal_newline,Whether original source bytes end in a newline.,boolean,boolean,Blank means unavailable; not zero
validation/raw_input_zero_checks.csv,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
validation/raw_input_zero_checks.csv,exclusion_candidate,Named candidate exclusion set used for comparison or selected baseline reproduction.,not applicable,string,Blank means unavailable; not zero
validation/raw_input_zero_checks.csv,points,Number of profile positions produced by this exclusion candidate.,count,integer,Blank means unavailable; not zero
validation/raw_input_zero_checks.csv,same_positions,Whether recomputed and saved profile positions match exactly.,boolean,boolean,Blank means unavailable; not zero
validation/raw_input_zero_checks.csv,max_ratio_difference,Maximum absolute recomputed versus saved log-ratio difference.,natural log ratio,number,Blank means unavailable; not zero
validation/raw_input_zero_checks.csv,max_spread_difference,Maximum absolute recomputed versus saved spread difference.,natural log ratio,number,Blank means unavailable; not zero
validation/raw_input_zero_checks.csv,ratio_match_at_1e_12,Whether named profile quantity agrees at all positions within absolute tolerance 1e-12.,boolean,boolean,Blank means unavailable; not zero
validation/raw_input_zero_checks.csv,spread_match_at_1e_12,Whether named profile quantity agrees at all positions within absolute tolerance 1e-12.,boolean,boolean,Blank means unavailable; not zero
validation/representative_refits.csv,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
validation/representative_refits.csv,candidate_mode,Candidate interval ordinal in increasing frequency; not necessarily retained for display.,one-based candidate identifier; 0 for fixed-sample audit,integer,Blank means unavailable; not zero
validation/representative_refits.csv,selection,"Example-selection rule: row_linked_max_fms, source_plotting_index_rule, or fixed_sample_current_helper.",not applicable,string,Blank means unavailable; not zero
validation/representative_refits.csv,assumed_input_index,"Saved fit row minus one, used only as an explicit unverified historical row-to-input assumption.",zero-based index,integer,Blank means unavailable; not zero
validation/representative_refits.csv,saved_fit_row,Row number in original saved fit matrix; this alone does not establish input identity.,one-based index,integer,Blank means unavailable; not zero
validation/representative_refits.csv,saved_f_n_ra_cpd,Saved RA frequency at the assumed linked row.,cycles degree^-1,number,Blank means unavailable; not zero
validation/representative_refits.csv,saved_fms_ra,Saved RA FMS at the assumed linked row.,dimensionless,number,Blank means unavailable; not zero
validation/representative_refits.csv,optimizer_success,Success flag of the newly executed optimizer; not historical provenance or scientific validity.,boolean,boolean,Blank means unavailable; not zero
validation/representative_refits.csv,refit_f_n_cpd,Newly optimized k / (2*pi).,cycles degree^-1,number,Blank means unavailable; not zero
validation/representative_refits.csv,refit_fms,New frequency-match score from the supplied helper.,dimensionless,number,Blank means unavailable; not zero
validation/representative_refits.csv,amplitude,New Eq.B.25 signed amplitude parameter A.,natural log ratio,number,Blank means unavailable; not zero
validation/representative_refits.csv,phase_rad,New Eq.B.25 phase parameter.,radian,number,Blank means unavailable; not zero
validation/representative_refits.csv,k_n_rad_per_deg,New Eq.B.25 angular spatial wavenumber k.,radian degree^-1,number,Blank means unavailable; not zero
validation/representative_refits.csv,decay_per_deg,New Eq.B.25 positive spatial decay constant lambda.,degree^-1,number,Blank means unavailable; not zero
validation/representative_refits.csv,removed_point_indices,Semicolon-separated indices removed after any initial source exclusions; preserves filtered-residual indexing behavior.,zero-based indices,string,Blank means no residual-stage points removed
validation/representative_refits.csv,error,Exception text if the new replay failed.,not applicable,string,Blank means no execution exception recorded
validation/representative_refits.csv,warning_count,Number of Python warnings captured during new replay.,count,integer,Blank means unavailable; not zero
validation/resampling_subset_checks.csv,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
validation/resampling_subset_checks.csv,probe_position_deg,"Signed probe position relative to fixation, as recorded.",degree of visual angle,number,Blank means unavailable; not zero
validation/resampling_subset_checks.csv,checked_inputs,Number of nonzero archived input profiles checked at this position (49999).,count,integer,Blank means unavailable; not zero
validation/resampling_subset_checks.csv,compatible_inputs,Number whose ratio AND spread match the same one of 126 paired reversal subsets at tolerance 1e-12.,count,integer,Blank means unavailable; not zero
validation/resampling_subset_checks.csv,incompatible_inputs,Number not matching any of the 126 joint ratio/spread candidates.,count,integer,Blank means unavailable; not zero
validation/resampling_subset_checks.csv,max_nearest_joint_difference,Maximum over checked inputs of nearest candidate maximum absolute ratio/spread difference.,natural log ratio,number,Blank means unavailable; not zero
validation/resampling_subset_checks.csv,tolerance,Absolute numeric tolerance for joint ratio/spread compatibility.,natural log ratio,number,Blank means unavailable; not zero
validation/sampled_fit_checks.csv,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
validation/sampled_fit_checks.csv,candidate_mode,Candidate interval ordinal in increasing frequency; not necessarily retained for display.,one-based candidate identifier; 0 for fixed-sample audit,integer,Blank means unavailable; not zero
validation/sampled_fit_checks.csv,selection,"Example-selection rule: row_linked_max_fms, source_plotting_index_rule, or fixed_sample_current_helper.",not applicable,string,Blank means unavailable; not zero
validation/sampled_fit_checks.csv,assumed_input_index,"Saved fit row minus one, used only as an explicit unverified historical row-to-input assumption.",zero-based index,integer,Blank means unavailable; not zero
validation/sampled_fit_checks.csv,saved_fit_row,Row number in original saved fit matrix; this alone does not establish input identity.,one-based index,integer,Blank means unavailable; not zero
validation/sampled_fit_checks.csv,saved_f_n_ra_cpd,Saved RA frequency at the assumed linked row.,cycles degree^-1,number,Blank means unavailable; not zero
validation/sampled_fit_checks.csv,saved_fms_ra,Saved RA FMS at the assumed linked row.,dimensionless,number,Blank means unavailable; not zero
validation/sampled_fit_checks.csv,optimizer_success,Success flag of the newly executed optimizer; not historical provenance or scientific validity.,boolean,boolean,Blank means unavailable; not zero
validation/sampled_fit_checks.csv,refit_f_n_cpd,Newly optimized k / (2*pi).,cycles degree^-1,number,Blank means unavailable; not zero
validation/sampled_fit_checks.csv,refit_fms,New frequency-match score from the supplied helper.,dimensionless,number,Blank means unavailable; not zero
validation/sampled_fit_checks.csv,amplitude,New Eq.B.25 signed amplitude parameter A.,natural log ratio,number,Blank means unavailable; not zero
validation/sampled_fit_checks.csv,phase_rad,New Eq.B.25 phase parameter.,radian,number,Blank means unavailable; not zero
validation/sampled_fit_checks.csv,k_n_rad_per_deg,New Eq.B.25 angular spatial wavenumber k.,radian degree^-1,number,Blank means unavailable; not zero
validation/sampled_fit_checks.csv,decay_per_deg,New Eq.B.25 positive spatial decay constant lambda.,degree^-1,number,Blank means unavailable; not zero
validation/sampled_fit_checks.csv,removed_point_indices,Semicolon-separated indices removed after any initial source exclusions; preserves filtered-residual indexing behavior.,zero-based indices,string,Blank means no residual-stage points removed
validation/sampled_fit_checks.csv,error,Exception text if the new replay failed.,not applicable,string,Blank means no execution exception recorded
validation/sampled_fit_checks.csv,warning_count,Number of Python warnings captured during new replay.,count,integer,Blank means unavailable; not zero
data/raw/source_trials/*.tsv.gz,column_0_zero_based,Signed probe position relative to fixation,degree of visual angle,number,Column may be absent in narrower source matrices; see trial_files.csv
data/raw/source_trials/*.tsv.gz,column_1_zero_based,Target above/below code; original numeric coding retained,original categorical code,number,Column may be absent in narrower source matrices; see trial_files.csv
data/raw/source_trials/*.tsv.gz,column_2_zero_based,Participant response code; original numeric coding retained,original categorical code,number,Column may be absent in narrower source matrices; see trial_files.csv
data/raw/source_trials/*.tsv.gz,column_3_zero_based,Uninterpreted original numeric field; retained without assigning an unverified meaning,unknown,number,Column may be absent in narrower source matrices; see trial_files.csv
data/raw/source_trials/*.tsv.gz,column_4_zero_based,Within-file staircase ID,identifier,number,Column may be absent in narrower source matrices; see trial_files.csv
data/raw/source_trials/*.tsv.gz,column_5_zero_based,Uninterpreted original numeric field; retained without assigning an unverified meaning,unknown,number,Column may be absent in narrower source matrices; see trial_files.csv
data/raw/source_trials/*.tsv.gz,column_6_zero_based,"Probe digital intensity, used in normalized contrast calculation",normalized digital drive,number,Column may be absent in narrower source matrices; see trial_files.csv
data/raw/source_trials/*.tsv.gz,column_7_zero_based,Uninterpreted original numeric field; retained without assigning an unverified meaning,unknown,number,Column may be absent in narrower source matrices; see trial_files.csv
data/raw/source_trials/*.tsv.gz,column_8_zero_based,Uninterpreted original numeric field; retained without assigning an unverified meaning,unknown,number,Column may be absent in narrower source matrices; see trial_files.csv
data/raw/source_trials/*.tsv.gz,column_9_zero_based,Uninterpreted original numeric field; retained without assigning an unverified meaning,unknown,number,Column may be absent in narrower source matrices; see trial_files.csv
data/raw/source_trials/*.tsv.gz,column_10_zero_based,"Recorded correctness indicator, where present; not recoded",original numeric indicator,number,Column may be absent in narrower source matrices; see trial_files.csv
data/raw/source_trials/*.tsv.gz,column_11_zero_based,Uninterpreted original numeric field; retained without assigning an unverified meaning,unknown,number,Column may be absent in narrower source matrices; see trial_files.csv
data/raw/source_trials/*.tsv.gz,column_12_zero_based,Uninterpreted original numeric field; retained without assigning an unverified meaning,unknown,number,Column may be absent in narrower source matrices; see trial_files.csv
data/raw/source_trials/*.tsv.gz,column_13_zero_based,Uninterpreted original numeric field; retained without assigning an unverified meaning,unknown,number,Column may be absent in narrower source matrices; see trial_files.csv
data/raw/source_trials/*.tsv.gz,column_14_zero_based,Uninterpreted original numeric field; retained without assigning an unverified meaning,unknown,number,Column may be absent in narrower source matrices; see trial_files.csv
data/raw/source_trials/*.tsv.gz,column_15_zero_based,"Recorded flanker frequency setting, where present; legacy scale possible",source setting; physical units not uniformly certified,number,Column may be absent in narrower source matrices; see trial_files.csv
data/source/saved_fits/*.tsv.gz,column_0_zero_based (fms_ra),Saved amplitude-spectrum frequency-match score for residual-analysis alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/source/saved_fits/*.tsv.gz,column_1_zero_based (fms_lof),Saved amplitude-spectrum frequency-match score for local-outlier-factor alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/source/saved_fits/*.tsv.gz,column_2_zero_based (fms_ransac),Saved amplitude-spectrum frequency-match score for RANSAC alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/source/saved_fits/*.tsv.gz,column_3_zero_based (phase_consistency_ra),Saved phase-consistency diagnostic for residual-analysis alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/source/saved_fits/*.tsv.gz,column_4_zero_based (phase_consistency_lof),Saved phase-consistency diagnostic for local-outlier-factor alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/source/saved_fits/*.tsv.gz,column_5_zero_based (phase_consistency_ransac),Saved phase-consistency diagnostic for RANSAC alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/source/saved_fits/*.tsv.gz,column_6_zero_based (tolerance_fraction_ra),Saved within-tolerance fraction for residual-analysis alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/source/saved_fits/*.tsv.gz,column_7_zero_based (tolerance_fraction_lof),Saved within-tolerance fraction for local-outlier-factor alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/source/saved_fits/*.tsv.gz,column_8_zero_based (tolerance_fraction_ransac),Saved within-tolerance fraction for RANSAC alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/source/saved_fits/*.tsv.gz,column_9_zero_based (f_n_ra_cpd),Saved intrinsic spatial frequency for residual-analysis alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/source/saved_fits/*.tsv.gz,column_10_zero_based (f_n_lof_cpd),Saved intrinsic spatial frequency for local-outlier-factor alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/source/saved_fits/*.tsv.gz,column_11_zero_based (f_n_ransac_cpd),Saved intrinsic spatial frequency for RANSAC alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/source/saved_fits/*.tsv.gz,column_12_zero_based (f_n_main_cpd),Saved intrinsic spatial frequency for main/non-RA saved alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/source/saved_fits/*.tsv.gz,column_13_zero_based (fms_main),Saved amplitude-spectrum frequency-match score for main/non-RA saved alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/source/saved_fits/*.tsv.gz,column_14_zero_based (fisher_information_recorded),Preserved field interpreted as a Fisher-information diagnostic from source layout; do not use as validated inferential uncertainty.,historical scale not certified,number,Blank means unavailable; not zero
data/source/saved_fits/*.tsv.gz,column_15_zero_based (cr_bound_recorded),Preserved field interpreted as a Cramer–Rao-related diagnostic; exact historical scaling not certified.,historical scale not certified,number,Blank means unavailable; not zero
data/source/saved_fits/*.tsv.gz,column_16_zero_based (f_n_aux_recorded_cpd),Seventeenth saved field: auxiliary frequency-like value. Historical role unresolved; preserved and not used for primary summaries.,"cycles degree^-1 (inferred, not certified)",number,Blank means unavailable; not zero
data/source/baseline_profiles/*_profile.tsv.gz,column_0_zero_based (probe_position_deg),"Signed probe position relative to fixation, as recorded.",degree of visual angle,number,Blank means unavailable; not zero
data/source/baseline_profiles/*_profile.tsv.gz,column_1_zero_based (log_sensitivity_ratio),Natural logarithm of flanker sensitivity / base sensitivity. Positive indicates facilitation.,dimensionless (natural log ratio),number,Blank means unavailable; not zero
data/source/baseline_profiles/*_spread.tsv.gz,column_0_zero_based (probe_position_deg),"Signed probe position relative to fixation, as recorded.",degree of visual angle,number,Blank means unavailable; not zero
data/source/baseline_profiles/*_spread.tsv.gz,column_1_zero_based (spread_recorded),Sample SD (ddof=1) of all pairwise staircase log threshold ratios at this position; not SE or CI.,natural log ratio,number,Blank means unavailable; not zero
data/source/example_inputs/*_profile.tsv.gz,column_0_zero_based (probe_position_deg),"Signed probe position relative to fixation, as recorded.",degree of visual angle,number,Blank means unavailable; not zero
data/source/example_inputs/*_profile.tsv.gz,column_1_zero_based (log_sensitivity_ratio),Natural logarithm of flanker sensitivity / base sensitivity. Positive indicates facilitation.,dimensionless (natural log ratio),number,Blank means unavailable; not zero
data/source/example_inputs/*_spread.tsv.gz,column_0_zero_based (probe_position_deg),"Signed probe position relative to fixation, as recorded.",degree of visual angle,number,Blank means unavailable; not zero
data/source/example_inputs/*_spread.tsv.gz,column_1_zero_based (spread_recorded),Sample SD (ddof=1) of all pairwise staircase log threshold ratios at this position; not SE or CI.,natural log ratio,number,Blank means unavailable; not zero
